transaction_id,sender_id,receiver_id,amount,timestamp
TX_000129,ACC_0341,ACC_0807,3766.12,2026-01-12 08:12:09
TX_000130,ACC_0215,ACC_0268,1200.99,2026-01-01 04:33:20
TX_000131,ACC_0418,ACC_0672,1184.72,2026-01-17 15:55:12
TX_000132,ACC_0237,ACC_0980,588.55,2026-01-05 10:29:56
TX_000133,ACC_0742,ACC_0828,3330.08,2026-01-19 11:51:51
TX_000134,ACC_0371,ACC_0925,1577.12,2026-01-27 06:02:44
TX_000135,ACC_0140,ACC_0176,2291.24,2026-01-04 05:21:05
TX_000136,ACC_0122,ACC_0637,697.14,2026-01-02 06:43:54
TX_000137,ACC_0098,ACC_0282,4912.44,2026-01-13 22:25:11
TX_000138,ACC_0388,ACC_0487,4165.05,2026-01-13 05:16:34
TX_000139,ACC_0775,ACC_0315,4206.44,2026-01-03 01:47:15
TX_000140,ACC_0152,ACC_0856,1507.93,2026-01-10 23:16:42
TX_000141,ACC_0430,ACC_0001,3378.67,2026-01-18 15:27:27
TX_000142,ACC_0574,ACC_0157,3097.8,2026-01-03 08:56:55
TX_000143,ACC_0373,ACC_0770,2956.69,2026-01-08 08:48:21
TX_000144,ACC_0249,ACC_0071,3801.87,2026-01-26 00:28:18
TX_000145,ACC_0268,ACC_0782,675.56,2026-01-22 20:41:30
TX_000146,ACC_0371,ACC_0305,4815.53,2026-01-06 06:32:40
TX_000147,ACC_0436,ACC_0392,1348.32,2026-01-25 02:21:19
TX_000148,ACC_0650,ACC_0155,1658.84,2026-01-21 10:27:51
TX_000149,ACC_0074,ACC_0558,3634.92,2026-01-18 13:55:43
TX_000150,ACC_0721,ACC_0422,3371.37,2026-01-28 08:20:54
TX_000151,ACC_0153,ACC_0722,204.98,2026-01-03 00:31:28
TX_000152,ACC_0617,ACC_0057,1958.99,2026-01-07 20:28:51
TX_000153,ACC_0912,ACC_0635,1369.33,2026-01-06 06:43:57
TX_000154,ACC_0169,ACC_0938,1552.9,2026-01-10 07:08:12
TX_000155,ACC_0937,ACC_0019,3077.48,2026-01-25 03:51:23
TX_000156,ACC_0831,ACC_0595,1198.14,2026-01-12 07:43:17
TX_000157,ACC_0637,ACC_0468,3625.04,2026-01-03 09:08:48
TX_000158,ACC_0239,ACC_0618,1291.74,2026-01-01 13:26:41
TX_000159,ACC_0882,ACC_0636,2928.41,2026-01-16 03:23:29
TX_000160,ACC_0174,ACC_0931,2923.39,2026-01-20 14:27:45
TX_000161,ACC_0117,ACC_0926,4433.44,2026-01-07 01:05:01
TX_000162,ACC_0467,ACC_0503,1094.04,2026-01-17 00:12:02
TX_000163,ACC_0662,ACC_0759,2008.58,2026-01-15 12:40:58
TX_000164,ACC_0959,ACC_0399,4766.0,2026-01-12 21:21:51
TX_000165,ACC_0386,ACC_0041,3271.66,2026-01-23 02:17:07
TX_000166,ACC_0773,ACC_0029,69.09,2026-01-17 17:58:27
TX_000167,ACC_0432,ACC_0771,3162.11,2026-01-18 15:01:42
TX_000168,ACC_0307,ACC_0715,816.98,2026-01-09 00:54:38
TX_000169,ACC_0197,ACC_0264,4780.73,2026-01-09 07:06:15
TX_000170,ACC_0565,ACC_0130,4276.06,2026-01-09 17:33:19
TX_000171,ACC_0375,ACC_0595,274.13,2026-01-17 09:18:33
TX_000172,ACC_0035,ACC_0891,2815.42,2026-01-23 09:07:34
TX_000173,ACC_0565,ACC_0021,3846.3,2026-01-27 16:38:17
TX_000174,ACC_0521,ACC_0356,4861.2,2026-01-07 07:48:25
TX_000175,ACC_0901,ACC_0947,828.34,2026-01-16 14:52:08
TX_000176,ACC_0845,ACC_0097,537.44,2026-01-17 01:04:01
TX_000177,ACC_0328,ACC_0890,1516.8,2026-01-02 04:28:29
TX_000178,ACC_0316,ACC_0321,2746.61,2026-01-05 11:07:59
TX_000179,ACC_0167,ACC_0287,2107.3,2026-01-30 18:26:11
TX_000180,ACC_0963,ACC_0475,1849.87,2026-01-04 02:24:09
TX_000181,ACC_0820,ACC_0120,3903.54,2026-01-05 21:27:05
TX_000182,ACC_0430,ACC_0131,2435.7,2026-01-18 22:06:55
TX_000183,ACC_0680,ACC_0699,2831.7,2026-01-21 08:43:46
TX_000184,ACC_0658,ACC_0337,3861.96,2026-01-30 20:45:56
TX_000185,ACC_0873,ACC_0846,4667.34,2026-01-22 08:04:36
TX_000186,ACC_0496,ACC_0576,909.91,2026-01-04 02:26:33
TX_000187,ACC_0237,ACC_0282,2439.45,2026-01-13 08:52:32
TX_000188,ACC_0478,ACC_0612,406.97,2026-01-07 19:47:49
TX_000189,ACC_0875,ACC_0369,385.5,2026-01-10 09:59:56
TX_000190,ACC_0177,ACC_0857,4807.69,2026-01-21 17:54:50
TX_000191,ACC_0061,ACC_0380,2880.71,2026-01-05 12:46:28
TX_000192,ACC_0348,ACC_0245,2481.16,2026-01-27 20:13:49
TX_000193,ACC_0427,ACC_0847,3719.49,2026-01-18 23:47:35
TX_000194,ACC_0041,ACC_0794,1469.1,2026-01-26 22:11:47
TX_000195,ACC_0494,ACC_0630,1204.41,2026-01-23 00:17:55
TX_000196,ACC_0387,ACC_0229,632.21,2026-01-13 20:08:59
TX_000197,ACC_0378,ACC_0482,2957.16,2026-01-08 13:49:45
TX_000198,ACC_0767,ACC_0571,1507.16,2026-01-13 15:56:38
TX_000199,ACC_0123,ACC_0985,2160.52,2026-01-06 03:05:21
TX_000200,ACC_0063,ACC_0444,229.2,2026-01-14 02:41:06
TX_000201,ACC_0125,ACC_0061,1990.69,2026-01-04 10:16:54
TX_000202,ACC_0484,ACC_0070,273.16,2026-01-05 20:05:12
TX_000203,ACC_0730,ACC_0814,74.06,2026-01-22 19:01:55
TX_000204,ACC_0600,ACC_0780,3222.76,2026-01-09 04:14:30
TX_000205,ACC_0187,ACC_0761,1198.5,2026-01-26 02:23:06
TX_000206,ACC_0104,ACC_0044,1575.85,2026-01-24 19:08:41
TX_000207,ACC_0366,ACC_0411,695.98,2026-01-16 07:06:08
TX_000208,ACC_0459,ACC_0886,2192.09,2026-01-03 23:35:15
TX_000209,ACC_0180,ACC_0247,4020.45,2026-01-26 21:47:00
TX_000210,ACC_0581,ACC_0292,2783.56,2026-01-13 01:54:41
TX_000211,ACC_0374,ACC_0262,4392.4,2026-01-14 15:20:29
TX_000212,ACC_0771,ACC_0183,658.42,2026-01-14 21:08:10
TX_000213,ACC_0510,ACC_0392,212.41,2026-01-18 13:16:34
TX_000214,ACC_0034,ACC_0716,1725.72,2026-01-02 15:48:53
TX_000215,ACC_0167,ACC_0618,1881.94,2026-01-28 20:06:52
TX_000216,ACC_0468,ACC_0851,4557.88,2026-01-28 01:38:18
TX_000217,ACC_0691,ACC_0421,340.09,2026-01-20 11:01:22
TX_000218,ACC_0064,ACC_0626,448.14,2026-01-05 21:45:21
TX_000219,ACC_0209,ACC_0167,1706.22,2026-01-18 08:56:58
TX_000220,ACC_0718,ACC_0595,1360.48,2026-01-11 08:28:20
TX_000221,ACC_0068,ACC_0607,2482.43,2026-01-04 18:04:08
TX_000222,ACC_0884,ACC_0409,3753.06,2026-01-03 06:00:41
TX_000223,ACC_0551,ACC_0985,3737.65,2026-01-11 08:41:59
TX_000224,ACC_0399,ACC_0940,3197.55,2026-01-07 03:29:52
TX_000225,ACC_0667,ACC_0701,3650.72,2026-01-03 05:22:26
TX_000226,ACC_0929,ACC_0743,45.01,2026-01-27 04:11:14
TX_000227,ACC_0361,ACC_0531,4531.68,2026-01-20 02:27:17
TX_000228,ACC_0619,ACC_0124,1977.89,2026-01-11 14:54:27
TX_000229,ACC_0318,ACC_0884,1511.66,2026-01-29 09:14:58
TX_000230,ACC_0740,ACC_0600,2914.95,2026-01-29 17:59:08
TX_000231,ACC_0884,ACC_0839,1779.32,2026-01-23 00:21:49
TX_000232,ACC_0193,ACC_0033,3199.04,2026-01-17 11:24:29
TX_000233,ACC_0492,ACC_0939,2436.38,2026-01-30 05:28:24
TX_000234,ACC_0630,ACC_0992,3239.22,2026-01-11 18:14:00
TX_000235,ACC_0470,ACC_0658,564.91,2026-01-07 16:58:12
TX_000236,ACC_0016,ACC_0641,1623.11,2026-01-28 09:16:40
TX_000237,ACC_0572,ACC_0338,4595.56,2026-01-07 09:01:50
TX_000238,ACC_0205,ACC_0272,2609.15,2026-01-19 18:17:38
TX_000239,ACC_0449,ACC_0510,421.45,2026-01-21 01:05:35
TX_000240,ACC_0593,ACC_0822,3367.82,2026-01-03 19:00:01
TX_000241,ACC_0967,ACC_0231,2878.11,2026-01-01 17:25:02
TX_000242,ACC_0790,ACC_0092,4578.3,2026-01-03 11:50:07
TX_000243,ACC_0110,ACC_0978,2261.71,2026-01-14 10:01:53
TX_000244,ACC_0531,ACC_0307,442.69,2026-01-06 07:17:19
TX_000245,ACC_0290,ACC_0282,3342.32,2026-01-10 00:38:57
TX_000246,ACC_0708,ACC_0575,866.7,2026-01-14 07:10:14
TX_000247,ACC_0178,ACC_0422,1651.98,2026-01-10 08:57:34
TX_000248,ACC_0108,ACC_0020,2476.76,2026-01-30 19:45:36
TX_000249,ACC_0880,ACC_0811,1666.44,2026-01-17 09:13:22
TX_000250,ACC_0143,ACC_1000,4586.97,2026-01-08 18:33:10
TX_000251,ACC_0856,ACC_0093,39.99,2026-01-25 03:34:47
TX_000252,ACC_0657,ACC_0380,3540.73,2026-01-28 20:51:02
TX_000253,ACC_0916,ACC_0990,1278.96,2026-01-25 17:10:20
TX_000254,ACC_0701,ACC_0577,1719.3,2026-01-15 10:07:26
TX_000255,ACC_0116,ACC_0648,3418.45,2026-01-28 03:18:17
TX_000256,ACC_0732,ACC_0376,310.07,2026-01-16 00:15:49
TX_000257,ACC_0988,ACC_0677,4513.08,2026-01-29 18:40:27
TX_000258,ACC_0528,ACC_0462,4115.91,2026-01-12 15:17:43
TX_000259,ACC_0374,ACC_0876,592.55,2026-01-27 06:52:49
TX_000260,ACC_0009,ACC_0410,889.58,2026-01-05 09:48:12
TX_000261,ACC_0496,ACC_0472,2414.72,2026-01-11 20:50:16
TX_000262,ACC_0246,ACC_0670,2552.91,2026-01-09 11:15:52
TX_000263,ACC_0317,ACC_0215,1712.77,2026-01-27 03:15:10
TX_000264,ACC_0656,ACC_0519,2509.03,2026-01-21 18:40:12
TX_000265,ACC_0795,ACC_0164,4855.23,2026-01-19 13:24:44
TX_000266,ACC_0658,ACC_0066,1397.15,2026-01-24 20:18:56
TX_000267,ACC_0414,ACC_0397,2249.92,2026-01-12 22:00:19
TX_000268,ACC_0190,ACC_0291,872.04,2026-01-12 07:35:24
TX_000269,ACC_0095,ACC_0267,2021.92,2026-01-29 13:43:01
TX_000270,ACC_0536,ACC_0686,4040.96,2026-01-14 17:37:19
TX_000271,ACC_0895,ACC_0112,2514.56,2026-01-25 20:54:56
TX_000272,ACC_0557,ACC_0074,1559.35,2026-01-08 04:17:15
TX_000273,ACC_0228,ACC_0311,1682.9,2026-01-08 19:02:04
TX_000274,ACC_0114,ACC_0211,4798.53,2026-01-04 10:06:49
TX_000275,ACC_0931,ACC_0639,2304.23,2026-01-22 15:03:08
TX_000276,ACC_0837,ACC_0751,2082.63,2026-01-22 12:33:09
TX_000277,ACC_0222,ACC_0929,3997.66,2026-01-01 23:50:23
TX_000278,ACC_0583,ACC_0527,2488.47,2026-01-22 23:17:59
TX_000279,ACC_0353,ACC_0086,2053.97,2026-01-30 21:08:43
TX_000280,ACC_0845,ACC_0643,3212.66,2026-01-30 14:19:46
TX_000281,ACC_0520,ACC_0408,4465.9,2026-01-29 10:52:33
TX_000282,ACC_0031,ACC_0748,521.6,2026-01-12 04:51:56
TX_000283,ACC_0185,ACC_0131,3026.32,2026-01-24 09:34:26
TX_000284,ACC_0431,ACC_0403,2127.11,2026-01-22 06:20:35
TX_000285,ACC_0665,ACC_0103,3438.53,2026-01-01 10:15:11
TX_000286,ACC_0001,ACC_0541,1903.98,2026-01-22 10:37:24
TX_000287,ACC_0216,ACC_0396,3097.91,2026-01-23 11:39:32
TX_000288,ACC_0828,ACC_0663,794.23,2026-01-17 19:16:18
TX_000289,ACC_0060,ACC_0314,420.52,2026-01-19 07:19:34
TX_000290,ACC_0682,ACC_0577,2664.75,2026-01-17 12:24:45
TX_000291,ACC_0541,ACC_0367,2564.59,2026-01-21 17:07:56
TX_000292,ACC_0200,ACC_0101,4655.59,2026-01-02 06:08:31
TX_000293,ACC_0836,ACC_0686,892.84,2026-01-29 02:37:18
TX_000294,ACC_0683,ACC_0264,1430.31,2026-01-08 19:01:17
TX_000295,ACC_0944,ACC_0186,1109.93,2026-01-09 05:07:06
TX_000296,ACC_0381,ACC_0491,4344.62,2026-01-29 13:42:36
TX_000297,ACC_0873,ACC_0453,2825.81,2026-01-20 23:27:36
TX_000298,ACC_0438,ACC_0128,1127.24,2026-01-20 13:25:20
TX_000299,ACC_0095,ACC_0304,720.36,2026-01-23 15:57:06
TX_000300,ACC_0831,ACC_0899,2786.71,2026-01-30 20:46:57
TX_000301,ACC_0568,ACC_0839,2783.53,2026-01-19 08:04:05
TX_000302,ACC_0396,ACC_0288,4486.7,2026-01-06 00:54:00
TX_000303,ACC_0509,ACC_0175,3410.08,2026-01-15 09:28:34
TX_000304,ACC_0959,ACC_0692,3179.74,2026-01-26 17:45:40
TX_000305,ACC_0883,ACC_0617,3478.65,2026-01-05 06:48:06
TX_000306,ACC_0276,ACC_0234,3955.17,2026-01-27 13:18:49
TX_000307,ACC_0035,ACC_0310,3277.72,2026-01-29 19:52:08
TX_000308,ACC_0254,ACC_0731,1323.99,2026-01-30 04:29:09
TX_000309,ACC_0720,ACC_0388,4504.59,2026-01-24 01:52:59
TX_000310,ACC_0731,ACC_0274,1506.65,2026-01-01 00:55:10
TX_000311,ACC_0922,ACC_0454,4347.54,2026-01-27 22:59:01
TX_000312,ACC_0384,ACC_0627,1455.94,2026-01-24 19:09:19
TX_000313,ACC_0953,ACC_0858,3766.43,2026-01-08 00:49:15
TX_000314,ACC_0112,ACC_0583,2136.63,2026-01-24 21:12:34
TX_000315,ACC_0234,ACC_0930,4403.07,2026-01-14 20:15:24
TX_000316,ACC_0128,ACC_0889,44.91,2026-01-29 13:04:28
TX_000317,ACC_0395,ACC_0247,1875.02,2026-01-05 04:31:39
TX_000318,ACC_0131,ACC_0183,693.11,2026-01-05 14:21:24
TX_000319,ACC_0617,ACC_0537,4156.06,2026-01-11 03:30:33
TX_000320,ACC_0875,ACC_0743,1838.12,2026-01-22 15:23:33
TX_000321,ACC_0522,ACC_0157,2792.79,2026-01-26 11:22:03
TX_000322,ACC_0134,ACC_0516,801.6,2026-01-22 15:31:42
TX_000323,ACC_0035,ACC_0444,1583.03,2026-01-28 00:20:38
TX_000324,ACC_0301,ACC_0169,80.9,2026-01-02 05:54:53
TX_000325,ACC_0292,ACC_0774,2837.46,2026-01-22 08:39:48
TX_000326,ACC_0273,ACC_0160,716.07,2026-01-18 02:46:17
TX_000327,ACC_0752,ACC_0757,3814.49,2026-01-14 16:39:01
TX_000328,ACC_0730,ACC_0064,4449.62,2026-01-16 23:21:03
TX_000329,ACC_0294,ACC_0748,2662.22,2026-01-22 19:37:20
TX_000330,ACC_0767,ACC_0776,3431.34,2026-01-19 07:04:24
TX_000331,ACC_0583,ACC_0613,2251.15,2026-01-10 06:33:17
TX_000332,ACC_0988,ACC_0129,1483.15,2026-01-30 09:48:45
TX_000333,ACC_0033,ACC_0643,4775.07,2026-01-30 19:54:03
TX_000334,ACC_0123,ACC_0486,2100.06,2026-01-20 00:57:45
TX_000335,ACC_0976,ACC_0471,3549.59,2026-01-18 02:49:13
TX_000336,ACC_0185,ACC_0059,2858.25,2026-01-27 21:15:12
TX_000337,ACC_0577,ACC_0315,555.86,2026-01-29 17:12:11
TX_000338,ACC_0365,ACC_0919,702.16,2026-01-27 18:34:12
TX_000339,ACC_0272,ACC_0285,3978.29,2026-01-25 02:33:27
TX_000340,ACC_0561,ACC_0442,2629.91,2026-01-09 08:26:32
TX_000341,ACC_0493,ACC_0193,1945.91,2026-01-15 21:38:23
TX_000342,ACC_0280,ACC_0887,943.01,2026-01-22 06:06:23
TX_000343,ACC_0487,ACC_0093,1326.61,2026-01-28 02:07:55
TX_000344,ACC_0338,ACC_0644,3685.94,2026-01-23 09:10:45
TX_000345,ACC_0821,ACC_0269,2661.67,2026-01-07 01:41:26
TX_000346,ACC_0076,ACC_0492,3902.25,2026-01-23 07:05:17
TX_000347,ACC_0152,ACC_0297,2930.31,2026-01-02 05:28:29
TX_000348,ACC_0625,ACC_0646,3821.21,2026-01-26 06:23:58
TX_000349,ACC_0157,ACC_0151,4628.79,2026-01-21 02:41:20
TX_000350,ACC_0959,ACC_0614,4920.42,2026-01-23 01:00:08
TX_000351,ACC_0620,ACC_0386,4791.44,2026-01-25 04:56:37
TX_000352,ACC_0917,ACC_0059,904.6,2026-01-22 03:19:31
TX_000353,ACC_0879,ACC_0300,312.73,2026-01-22 21:49:15
TX_000354,ACC_0775,ACC_0209,1630.25,2026-01-15 23:55:59
TX_000355,ACC_0908,ACC_0549,668.25,2026-01-17 06:47:09
TX_000356,ACC_0034,ACC_0512,1746.4,2026-01-21 09:09:48
TX_000357,ACC_0050,ACC_0326,3911.69,2026-01-07 10:49:20
TX_000358,ACC_0186,ACC_0066,473.48,2026-01-29 06:32:39
TX_000359,ACC_0508,ACC_0601,4483.36,2026-01-02 23:38:02
TX_000360,ACC_0997,ACC_0039,743.92,2026-01-26 19:44:13
TX_000361,ACC_0892,ACC_0593,3494.0,2026-01-19 20:04:10
TX_000362,ACC_0790,ACC_0593,4727.95,2026-01-08 09:47:24
TX_000363,ACC_0477,ACC_0104,4157.92,2026-01-12 07:49:21
TX_000364,ACC_0275,ACC_0469,2810.86,2026-01-28 18:14:25
TX_000365,ACC_0935,ACC_0858,497.01,2026-01-08 10:05:50
TX_000366,ACC_0096,ACC_0220,2529.27,2026-01-17 14:25:48
TX_000367,ACC_0115,ACC_0913,1544.87,2026-01-24 23:07:51
TX_000368,ACC_0087,ACC_0029,1578.82,2026-01-08 09:22:13
